lane,reason,player1_name,player2_name,player1_normalized,player2_normalized,capture_date_first,capture_date_last,snapshot_count,source_files,details
Challenger,result_not_found_in_window,Franco Roncadelli,Jakub Nicod,franco roncadelli,jakub nicod,2026-07-28,2026-07-28,7,pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Franco Roncadelli,Juan Pablo Varillas,franco roncadelli,juan pablo varillas,2026-03-22,2026-03-22,1,pinnacle-history-20260322-000345.csv,
Challenger,result_not_found_in_window,Genaro Alberto Olivieri,Carlos Taberner,genaro alberto olivieri,carlos taberner,2026-07-27,2026-07-28,15,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Genaro Alberto Olivieri,Chun Hsin Tseng,genaro alberto olivieri,chun hsin tseng,2026-06-09,2026-06-09,5,pinnacle-history-20260609-075654.csv|pinnacle-history-20260609-080154.csv|pinnacle-history-20260609-082656.csv|pinnacle-history-20260609-083157.csv|pinnacle-history-20260609-085654.csv,2026-06-09
Challenger,result_not_found_in_window,George Loffhagen,Zsombor Piros,george loffhagen,zsombor piros,2026-04-05,2026-04-06,22,pinnacle-history-20260405-183014.csv|pinnacle-history-20260405-190013.csv|pinnacle-history-20260405-193017.csv|pinnacle-history-20260405-194408.csv|pinnacle-history-20260405-194951.csv|pinnacle-history-20260405-200018.csv|pinnacle-history-20260405-203024.csv|pinnacle-history-20260405-210017.csv|pinnacle-history-20260405-213019.csv|pinnacle-history-20260405-220019.csv|pinnacle-history-20260405-223017.csv|pinnacle-history-20260405-230928.csv|pinnacle-history-20260405-233026.csv|pinnacle-history-20260406-080012.csv|pinnacle-history-20260406-083013.csv|pinnacle-history-20260406-090020.csv|pinnacle-history-20260406-091548.csv|pinnacle-history-20260406-093022.csv|pinnacle-history-20260406-100025.csv|pinnacle-history-20260406-103021.csv|pinnacle-history-20260406-110020.csv|pinnacle-history-20260406-113015.csv,
Challenger,result_not_found_in_window,Gilles Arnaud Bailly,Samuele Pieri,gilles arnaud bailly,samuele pieri,2026-07-27,2026-07-28,9,pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-111126.csv,2026-07-28
Challenger,result_not_found_in_window,Gonzalo Bueno,Joao Pedro Didoni Bonini,gonzalo bueno,joao pedro didoni bonini,2026-03-18,2026-03-18,1,pinnacle-history-20260318-000205.csv,
Challenger,result_not_found_in_window,Gonzalo Bueno,Thiago Agustin Tirante,gonzalo bueno,thiago agustin tirante,2026-03-24,2026-03-24,1,pinnacle-history-20260324-110440.csv,
Challenger,result_not_found_in_window,Guido Ivan Justo,Sascha Gueymard Wayenburg,guido ivan justo,sascha gueymard wayenburg,2026-07-27,2026-07-28,16,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Gustavo Heide,Roman Andres Burruchaga,gustavo heide,roman andres burruchaga,2026-03-24,2026-03-24,1,pinnacle-history-20260324-000132.csv,
Challenger,result_not_found_in_window,Guy Den Ouden,Matheus Pucinelli De Almeida,guy den ouden,matheus pucinelli de almeida,2026-07-27,2026-07-28,10,pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-111126.csv|pinnacle-history-20260728-133454.csv,2026-07-28
Challenger,result_not_found_in_window,Harry Wendelken,Murphy Cassone,harry wendelken,murphy cassone,2026-07-28,2026-07-28,5,pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Hugo Dellien,Stefano Napolitano,hugo dellien,stefano napolitano,2026-04-13,2026-04-13,1,pinnacle-history-20260413-230054.csv,
Challenger,result_not_found_in_window,Hynek Barton,Andrej Nedic,hynek barton,andrej nedic,2026-07-27,2026-07-28,20,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Ioannis Xilas,Samuel Vincent Ruggeri,ioannis xilas,samuel vincent ruggeri,2026-05-24,2026-05-24,9,pinnacle-history-20260524-083840.csv|pinnacle-history-20260524-085807.csv|pinnacle-history-20260524-091103.csv|pinnacle-history-20260524-092804.csv|pinnacle-history-20260524-095803.csv|pinnacle-history-20260524-102808.csv|pinnacle-history-20260524-105805.csv|pinnacle-history-20260524-112804.csv|pinnacle-history-20260524-115804.csv,
Challenger,result_not_found_in_window,Ivan Ivanov,Franco Roncadelli,ivan ivanov,franco roncadelli,2026-05-18,2026-05-19,21,pinnacle-history-20260518-172004.csv|pinnacle-history-20260518-175005.csv|pinnacle-history-20260518-182012.csv|pinnacle-history-20260518-185004.csv|pinnacle-history-20260518-192142.csv|pinnacle-history-20260518-195007.csv|pinnacle-history-20260518-202008.csv|pinnacle-history-20260518-205005.csv|pinnacle-history-20260518-212016.csv|pinnacle-history-20260518-215307.csv|pinnacle-history-20260518-222138.csv|pinnacle-history-20260518-225020.csv|pinnacle-history-20260518-230228.csv|pinnacle-history-20260518-232010.csv|pinnacle-history-20260519-090433.csv|pinnacle-history-20260519-090756.csv|pinnacle-history-20260519-092002.csv|pinnacle-history-20260519-093430.csv|pinnacle-history-20260519-095005.csv|pinnacle-history-20260519-101206.csv|pinnacle-history-20260519-103458.csv,
Challenger,result_not_found_in_window,Ivan Ivanov,Luca Potenza,ivan ivanov,luca potenza,2026-05-19,2026-05-19,6,pinnacle-history-20260519-120617.csv|pinnacle-history-20260519-123436.csv|pinnacle-history-20260519-130433.csv|pinnacle-history-20260519-133433.csv|pinnacle-history-20260519-140431.csv|pinnacle-history-20260519-143436.csv,
Challenger,result_not_found_in_window,Jack Pinnington Jones,Toby Samuel,jack pinnington jones,toby samuel,2026-07-28,2026-07-28,1,pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Jacopo Vasami,Juan Pablo Varillas,jacopo vasami,juan pablo varillas,2026-07-27,2026-07-28,5,pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,James Duckworth,Alan Fernando Rubio Fierros,james duckworth,alan fernando rubio fierros,2026-03-31,2026-03-31,1,pinnacle-history-20260331-001406.csv,
Challenger,result_not_found_in_window,James Duckworth,August Holmgren,james duckworth,august holmgren,2026-04-12,2026-04-12,6,pinnacle-history-20260412-203034.csv|pinnacle-history-20260412-210022.csv|pinnacle-history-20260412-213014.csv|pinnacle-history-20260412-220020.csv|pinnacle-history-20260412-223021.csv|pinnacle-history-20260412-230938.csv,
Challenger,result_not_found_in_window,James Duckworth,Billy Harris,james duckworth,billy harris,2026-05-31,2026-06-02,50,pinnacle-history-20260531-172651.csv|pinnacle-history-20260531-175610.csv|pinnacle-history-20260531-182755.csv|pinnacle-history-20260531-185752.csv|pinnacle-history-20260531-192636.csv|pinnacle-history-20260531-195551.csv|pinnacle-history-20260531-202545.csv|pinnacle-history-20260531-205608.csv|pinnacle-history-20260531-212620.csv|pinnacle-history-20260531-215643.csv|pinnacle-history-20260531-222556.csv|pinnacle-history-20260531-230445.csv|pinnacle-history-20260601-082507.csv|pinnacle-history-20260601-082608.csv|pinnacle-history-20260601-085515.csv|pinnacle-history-20260601-085546.csv|pinnacle-history-20260601-091614.csv|pinnacle-history-20260601-092510.csv|pinnacle-history-20260601-092541.csv|pinnacle-history-20260601-095640.csv|pinnacle-history-20260601-102518.csv|pinnacle-history-20260601-105516.csv|pinnacle-history-20260601-112515.csv|pinnacle-history-20260601-115511.csv|pinnacle-history-20260601-122544.csv|pinnacle-history-20260601-125516.csv|pinnacle-history-20260601-132602.csv|pinnacle-history-20260601-135517.csv|pinnacle-history-20260601-142622.csv|pinnacle-history-20260601-145523.csv|pinnacle-history-20260601-152506.csv|pinnacle-history-20260601-155509.csv|pinnacle-history-20260601-165512.csv|pinnacle-history-20260601-172512.csv|pinnacle-history-20260601-175514.csv|pinnacle-history-20260601-182527.csv|pinnacle-history-20260601-190012.csv|pinnacle-history-20260601-193015.csv|pinnacle-history-20260601-200010.csv|pinnacle-history-20260601-203025.csv|pinnacle-history-20260601-210046.csv|pinnacle-history-20260601-213742.csv|pinnacle-history-20260601-220019.csv|pinnacle-history-20260601-223012.csv|pinnacle-history-20260601-230024.csv|pinnacle-history-20260602-083009.csv|pinnacle-history-20260602-083351.csv|pinnacle-history-20260602-090245.csv|pinnacle-history-20260602-090349.csv|pinnacle-history-20260602-093016.csv,
Challenger,result_not_found_in_window,James Duckworth,Marc-Andrea Huesler,james duckworth,marc andrea huesler,2026-03-24,2026-03-24,1,pinnacle-history-20260324-000132.csv,
Challenger,result_not_found_in_window,James Duckworth,Rodrigo Pacheco Mendez,james duckworth,rodrigo pacheco mendez,2026-03-26,2026-03-26,1,pinnacle-history-20260326-000914.csv,
Challenger,result_not_found_in_window,Jay Dylan Hara Friend,Connor Church,jay dylan hara friend,connor church,2026-07-28,2026-07-28,5,pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Jenson Brooksby,Patrick Maloney,jenson brooksby,patrick maloney,2026-07-08,2026-07-08,1,pinnacle-history-20260708-091242.csv,2026-07-08
Challenger,result_not_found_in_window,Jesse Flores,Tibo Colson,jesse flores,tibo colson,2026-03-22,2026-03-22,1,pinnacle-history-20260322-110941.csv,
Challenger,result_not_found_in_window,Joao Eduardo Schiessl,Daniel Cukierman,joao eduardo schiessl,daniel cukierman,2026-03-23,2026-03-23,1,pinnacle-history-20260323-110530.csv,
Challenger,result_not_found_in_window,Johan Nikles,Alex Barrena,johan nikles,alex barrena,2026-07-27,2026-07-27,6,pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Keegan Rice,Pablo Llamas Ruiz,keegan rice,pablo llamas ruiz,2026-07-28,2026-07-28,5,pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-29
Challenger,result_not_found_in_window,Kenta Miyoshi,Shunsuke Nakagawa,kenta miyoshi,shunsuke nakagawa,2026-07-27,2026-07-27,13,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Kilian Feldbausch,Harold Mayot,kilian feldbausch,harold mayot,2026-07-27,2026-07-28,15,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Laslo Djere,Nikoloz Basilashvili,laslo djere,nikoloz basilashvili,2026-07-26,2026-07-27,17,pinnacle-history-20260726-180542.csv|pinnacle-history-20260726-183541.csv|pinnacle-history-20260726-190544.csv|pinnacle-history-20260726-193541.csv|pinnacle-history-20260726-200541.csv|pinnacle-history-20260726-203541.csv|pinnacle-history-20260726-210545.csv|pinnacle-history-20260726-213753.csv|pinnacle-history-20260726-220542.csv|pinnacle-history-20260726-223545.csv|pinnacle-history-20260727-091427.csv|pinnacle-history-20260727-093542.csv|pinnacle-history-20260727-094031.csv|pinnacle-history-20260727-100543.csv|pinnacle-history-20260727-101035.csv|pinnacle-history-20260727-104032.csv|pinnacle-history-20260727-111226.csv,2026-07-27
Challenger,result_not_found_in_window,Lautaro Midon,Gonzalo Villanueva,lautaro midon,gonzalo villanueva,2026-03-18,2026-03-18,1,pinnacle-history-20260318-000205.csv,
Challenger,result_not_found_in_window,Li Tu,Pietro Bertasi,li tu,pietro bertasi,2026-05-24,2026-05-24,2,pinnacle-history-20260524-083840.csv|pinnacle-history-20260524-085807.csv,
Challenger,result_not_found_in_window,Lilian Marmousez,Federico Bondioli,lilian marmousez,federico bondioli,2026-05-18,2026-05-18,11,pinnacle-history-20260518-172004.csv|pinnacle-history-20260518-175005.csv|pinnacle-history-20260518-182012.csv|pinnacle-history-20260518-185004.csv|pinnacle-history-20260518-192142.csv|pinnacle-history-20260518-195007.csv|pinnacle-history-20260518-202008.csv|pinnacle-history-20260518-205005.csv|pinnacle-history-20260518-212016.csv|pinnacle-history-20260518-215307.csv|pinnacle-history-20260518-222138.csv,
Challenger,result_not_found_in_window,Lloyd Harris,Maxime Chazal,lloyd harris,maxime chazal,2026-05-11,2026-05-11,2,pinnacle-history-20260511-085914.csv|pinnacle-history-20260511-090108.csv,
Challenger,result_not_found_in_window,Luca Van Assche,Dusan Lajovic,luca van assche,dusan lajovic,2026-04-28,2026-04-29,19,pinnacle-history-20260428-170644.csv|pinnacle-history-20260428-173610.csv|pinnacle-history-20260428-180615.csv|pinnacle-history-20260428-183605.csv|pinnacle-history-20260428-190609.csv|pinnacle-history-20260428-193608.csv|pinnacle-history-20260428-200611.csv|pinnacle-history-20260428-203612.csv|pinnacle-history-20260428-210625.csv|pinnacle-history-20260428-213612.csv|pinnacle-history-20260428-220611.csv|pinnacle-history-20260428-223651.csv|pinnacle-history-20260428-230613.csv|pinnacle-history-20260428-233717.csv|pinnacle-history-20260429-070600.csv|pinnacle-history-20260429-073232.csv|pinnacle-history-20260429-073555.csv|pinnacle-history-20260429-080229.csv|pinnacle-history-20260429-083230.csv,
Challenger,result_not_found_in_window,Lucio Ratti,Rafael Tosetto,lucio ratti,rafael tosetto,2026-04-05,2026-04-05,6,pinnacle-history-20260405-100116.csv|pinnacle-history-20260405-103054.csv|pinnacle-history-20260405-110035.csv|pinnacle-history-20260405-113017.csv|pinnacle-history-20260405-120015.csv|pinnacle-history-20260405-123030.csv,
Challenger,result_not_found_in_window,Luka Mikrut,Emilio Nava,luka mikrut,emilio nava,2026-06-06,2026-06-07,23,pinnacle-history-20260606-142628.csv|pinnacle-history-20260606-145628.csv|pinnacle-history-20260606-152627.csv|pinnacle-history-20260606-155630.csv|pinnacle-history-20260606-162629.csv|pinnacle-history-20260606-165630.csv|pinnacle-history-20260606-222625.csv|pinnacle-history-20260606-225629.csv|pinnacle-history-20260606-232632.csv|pinnacle-history-20260606-235627.csv|pinnacle-history-20260607-090839.csv|pinnacle-history-20260607-091011.csv|pinnacle-history-20260607-092733.csv|pinnacle-history-20260607-094024.csv|pinnacle-history-20260607-095634.csv|pinnacle-history-20260607-101015.csv|pinnacle-history-20260607-102634.csv|pinnacle-history-20260607-104019.csv|pinnacle-history-20260607-105629.csv|pinnacle-history-20260607-111011.csv|pinnacle-history-20260607-112628.csv|pinnacle-history-20260607-114009.csv|pinnacle-history-20260607-115633.csv,2026-06-07
Challenger,result_not_found_in_window,Luka Mikrut,Kilian Feldbausch,luka mikrut,kilian feldbausch,2026-06-01,2026-06-01,5,pinnacle-history-20260601-172512.csv|pinnacle-history-20260601-175514.csv|pinnacle-history-20260601-182527.csv|pinnacle-history-20260601-190012.csv|pinnacle-history-20260601-193015.csv,
Challenger,result_not_found_in_window,Maks Kasnikowski,Frederico Ferreira Silva,maks kasnikowski,frederico ferreira silva,2026-07-27,2026-07-27,14,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Marat Sharipov,Ognjen Milic,marat sharipov,ognjen milic,2026-05-03,2026-05-04,19,pinnacle-history-20260503-164147.csv|pinnacle-history-20260503-170058.csv|pinnacle-history-20260503-171118.csv|pinnacle-history-20260503-173014.csv|pinnacle-history-20260503-174122.csv|pinnacle-history-20260503-180010.csv|pinnacle-history-20260503-181125.csv|pinnacle-history-20260503-183008.csv|pinnacle-history-20260503-184117.csv|pinnacle-history-20260503-191140.csv|pinnacle-history-20260503-194120.csv|pinnacle-history-20260503-201123.csv|pinnacle-history-20260503-204125.csv|pinnacle-history-20260503-211121.csv|pinnacle-history-20260503-214121.csv|pinnacle-history-20260503-221126.csv|pinnacle-history-20260503-224124.csv|pinnacle-history-20260503-230727.csv|pinnacle-history-20260504-081134.csv,
Challenger,result_not_found_in_window,Marco Cecchinato,Franco Agamenone,marco cecchinato,franco agamenone,2026-07-27,2026-07-28,15,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Mark Lajal,Ugo Blanchet,mark lajal,ugo blanchet,2026-06-15,2026-06-16,58,pinnacle-history-20260615-084328.csv|pinnacle-history-20260615-085049.csv|pinnacle-history-20260615-091028.csv|pinnacle-history-20260615-091325.csv|pinnacle-history-20260615-092052.csv|pinnacle-history-20260615-094327.csv|pinnacle-history-20260615-095050.csv|pinnacle-history-20260615-101329.csv|pinnacle-history-20260615-102055.csv|pinnacle-history-20260615-104328.csv|pinnacle-history-20260615-105050.csv|pinnacle-history-20260615-111333.csv|pinnacle-history-20260615-112049.csv|pinnacle-history-20260615-114325.csv|pinnacle-history-20260615-115054.csv|pinnacle-history-20260615-121323.csv|pinnacle-history-20260615-124330.csv|pinnacle-history-20260615-125050.csv|pinnacle-history-20260615-131325.csv|pinnacle-history-20260615-132053.csv|pinnacle-history-20260615-134325.csv|pinnacle-history-20260615-135048.csv|pinnacle-history-20260615-141324.csv|pinnacle-history-20260615-142047.csv|pinnacle-history-20260615-144327.csv|pinnacle-history-20260615-145051.csv|pinnacle-history-20260615-151324.csv|pinnacle-history-20260615-152050.csv|pinnacle-history-20260615-154330.csv|pinnacle-history-20260615-155050.csv|pinnacle-history-20260615-161325.csv|pinnacle-history-20260615-162048.csv|pinnacle-history-20260615-164328.csv|pinnacle-history-20260615-165054.csv|pinnacle-history-20260615-171323.csv|pinnacle-history-20260615-172047.csv|pinnacle-history-20260615-174323.csv|pinnacle-history-20260615-175048.csv|pinnacle-history-20260615-181326.csv|pinnacle-history-20260615-182048.csv|pinnacle-history-20260615-184325.csv|pinnacle-history-20260615-185049.csv|pinnacle-history-20260615-191325.csv|pinnacle-history-20260615-194325.csv|pinnacle-history-20260615-201327.csv|pinnacle-history-20260615-204324.csv|pinnacle-history-20260615-211328.csv|pinnacle-history-20260615-213825.csv|pinnacle-history-20260615-214321.csv|pinnacle-history-20260615-221326.csv|pinnacle-history-20260615-224322.csv|pinnacle-history-20260615-231325.csv|pinnacle-history-20260615-234323.csv|pinnacle-history-20260616-084326.csv|pinnacle-history-20260616-084744.csv|pinnacle-history-20260616-091031.csv|pinnacle-history-20260616-091740.csv|pinnacle-history-20260616-094739.csv,2026-06-16
Challenger,result_not_found_in_window,Martin Krumich,Francisco Comesana,martin krumich,francisco comesana,2026-07-06,2026-07-06,1,pinnacle-history-20260706-214148.csv,2026-07-07
Challenger,result_not_found_in_window,Martin Krumich,Philip Henning,martin krumich,philip henning,2026-07-27,2026-07-27,14,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Max Dahlin,Matteo Martineau,max dahlin,matteo martineau,2026-07-27,2026-07-28,22,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-111126.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Max Hans Rehberg,Stefano Travaglia,max hans rehberg,stefano travaglia,2026-07-27,2026-07-28,21,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-111126.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv,2026-07-28
Challenger,result_not_found_in_window,Max Houkes,Roberto Carballes Baena,max houkes,roberto carballes baena,2026-07-27,2026-07-27,14,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Max Schoenhaus,Federico Agustin Gomez,max schoenhaus,federico agustin gomez,2026-07-27,2026-07-28,17,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-111126.csv,2026-07-28
Challenger,result_not_found_in_window,Max Wiskandt,Patrick Zahraj,max wiskandt,patrick zahraj,2026-03-31,2026-03-31,1,pinnacle-history-20260331-001406.csv,
Challenger,result_not_found_in_window,Mert Alkaya,Colin Sinclair,mert alkaya,colin sinclair,2026-07-27,2026-07-28,15,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Michael Mmoh,Tyler Zink,michael mmoh,tyler zink,2026-03-22,2026-03-22,1,pinnacle-history-20260322-000345.csv,
