chance_of_playing_next_round,element_id,player_name,source,source_fetched_at_utc,source_season,status,team,web_name
,143,Trevoh Chalobah,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Chalobah
,144,Malo Gusto,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Gusto
0,145,Wesley Fofana,fpl_api,2026-08-07T23:02:11+00:00,2026/27,s,Chelsea,Fofana
,146,Benoît Badiashile Mukinayi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,B.Badiashile
,147,Tosin Adarabioyo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Tosin
,148,Jorrel Hato,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Hato
,149,Levi Samuels Colwill,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Colwill
,150,Mamadou Sarr,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,M.Sarr
,151,Josh Acheampong,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Acheampong
,152,Marco Palestra,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Palestra
,153,Axel Disasi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Disasi
,154,Cole Palmer,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Palmer
,155,Enzo Fernández,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Enzo
,156,Pedro Lomba Neto,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Neto
,157,Estêvão Almeida de Oliveira Gonçalves,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Estêvão
,158,Jamie Bynoe-Gittens,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Gittens
,159,Moisés Caicedo Corozo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Caicedo
,161,Roméo Lavia,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Lavia
,163,Dário Luís Essugo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,D.Essugo
100,164,Geovany Quenda,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Quenda
,165,João Pedro Junqueira de Jesus,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,João Pedro
,166,Nicolas Jackson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,N.Jackson
,167,Liam Delap,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Delap
,168,Marc Guiu Paz,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Marc Guiu
,169,Shumaira Mheuka,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Mheuka
75,170,Emmanuel Emegha,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Chelsea,Emegha
,200,Maxence Lacroix,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Lacroix
,560,Mike Penders,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Penders
,561,Aaron Anselmino,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Anselmino
,568,Valentín Barco,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Chelsea,Barco
,104,Frank Onyeka,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Onyeka
,110,Carl Rushworth,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Rushworth
,171,Oliver Dovin,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Dovin
,172,Ben Wilson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Wilson
,173,Bobby Thomas,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Thomas
,174,Liam Kitching,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Kitching
,175,Milan van Ewijk,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,van Ewijk
,176,Jay Dasilva,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Dasilva
,177,Kaine Kesler-Hayden,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Kesler-Hayden
,178,Jake Bidwell,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Bidwell
,179,Joel Latibeaudiere,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Latibeaudiere
,180,Luke Woolfenden,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Woolfenden
,181,Miguel Brau,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Brau
,182,Aurèle Amenda,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Amenda
75,183,Jack Rudoni,fpl_api,2026-08-07T23:02:11+00:00,2026/27,d,Coventry City,Rudoni
,184,Matt Grimes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Grimes
,185,Tatsuhiro Sakamoto,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Sakamoto
,186,Ephron Mason-Clark,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Mason-Clark
,187,Josh Eccles,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Eccles
,188,Victor Torp,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Torp
,189,George Shepherd,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Shepherd
,190,Loum Tchaouna,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Tchaouna
,191,Raphael Borges Rodrigues,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Borges Rodrigues
,192,Kaine Andrews,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Andrews
,193,Haji Wright,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Wright
,194,Brandon Thomas-Asante,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Thomas-Asante
,195,Ellis Simms,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Simms
,196,Jahnoah Markelo,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Coventry City,Markelo
0,197,Norman Bassette,fpl_api,2026-08-07T23:02:11+00:00,2026/27,u,Coventry City,Bassette
,198,Dean Henderson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Henderson
,199,Walter Benítez,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Benitez
,201,Daniel Muñoz Mejía,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Muñoz
,202,Chris Richards,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Richards
,203,Jaydee Canvot,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Canvot
,204,Tyrick Mitchell,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Mitchell
,205,Borna Sosa,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Sosa
,206,Chadi Riad Dnanou,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Chadi Riad
,207,Oscar Mingueza,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Mingueza
,208,Ismaïla Sarr,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Sarr
,209,Brennan Johnson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Johnson
100,210,Adam Wharton,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Wharton
,211,Yéremy Pino Santos,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Yeremy
,212,Will Hughes,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Hughes
,213,Jefferson Lerma Solís,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Lerma
,214,Daichi Kamada,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Kamada
,215,Justin Devenny,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Devenny
,216,Romain Esse,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Esse
,217,Matheus França de Oliveira,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,M.França
,218,Cheick Doucouré,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Doucouré
,219,Jesurun Rak-Sakyi,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,J.Rak-Sakyi
,220,Rio Cardines,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Cardines
,221,Joél Drakes-Thomas,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Drakes-Thomas
,222,Jørgen Strand Larsen,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Strand Larsen
,223,Jean-Philippe Mateta,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Mateta
,224,Eddie Nketiah,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Nketiah
0,225,Christantus Uche,fpl_api,2026-08-07T23:02:11+00:00,2026/27,u,Crystal Palace,Uche
,555,Remi Matthews,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Crystal Palace,Matthews
,21,Christian Nørgaard,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Nørgaard
,226,Jordan Pickford,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Pickford
,227,Mark Travers,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Travers
,228,Tom King,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,King
,229,James Tarkowski,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Tarkowski
,230,Jarrad Branthwaite,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Branthwaite
,231,Michael Keane,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Keane
,232,Jake O'Brien,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,O'Brien
,233,Vitalii Mykolenko,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Mykolenko
,234,Nathan Patterson,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Patterson
,235,Adam Aznou,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Aznou
,236,Kiernan Dewsbury-Hall,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Dewsbury-Hall
,237,Iliman Ndiaye,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Ndiaye
0,239,James Garner,fpl_api,2026-08-07T23:02:11+00:00,2026/27,i,Everton,Garner
,240,Tim Iroegbunam,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Iroegbunam
,241,Dwight McNeil,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,McNeil
,242,Tyrique George,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,George
,243,Carlos Alcaraz Durán,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Alcaraz
,244,Harrison Armstrong,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Armstrong
,245,Tyler Dibling,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Dibling
,246,Merlin Röhl,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Röhl
,247,Hayden Hackney,fpl_api,2026-08-07T23:02:11+00:00,2026/27,a,Everton,Hackney
