tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-0339,Brisbane,Hard,32,A,20260104,370,106421,1,,Daniil Medvedev,R,198,RUS,29.9,126207,,,Frances Tiafoe,R,188,USA,27.9,6-3 6-2,3,R16,60,9,4,48,34,31,6,9,0,0,2,0,42,25,20,6,8,3,6,13,2710,30,1485
2026-0339,Brisbane,Hard,32,A,20260104,369,111794,,LL,Kamil Majchrzak,R,180,POL,29.9,124187,,,Reilly Opelka,R,211,USA,28.3,6-7(2) 7-6(7) 7-6(8),3,R16,149,13,2,108,76,66,22,18,0,0,44,4,122,99,78,14,18,3,3,59,861,60,861
2026-0339,Brisbane,Hard,32,A,20260104,368,200624,,,Sebastian Korda,R,196,USA,25.5,208103,3,,Jiri Lehecka,R,185,CZE,24.1,6-3 1-2 RET,3,R16,46,6,1,28,16,16,8,6,0,0,6,0,41,27,21,5,6,3,4,46,1090,19,2075
2026-0339,Brisbane,Hard,32,A,20260104,367,210506,,,Alex Michelsen,R,193,USA,21.3,210530,8,,Learner Tien,L,180,USA,20.0,6-4 6-2,3,R16,75,4,1,53,34,28,10,9,1,1,8,8,60,34,22,13,9,6,9,37,1300,26,1540
2026-0339,Brisbane,Hard,32,A,20260104,366,206499,,,Aleksandar Kovacevic,R,183,USA,27.3,111815,7,,Cameron Norrie,L,188,GBR,30.3,7-6(4) 4-6 6-4,3,R16,148,21,4,112,62,46,30,16,3,4,11,4,93,59,51,16,16,1,2,58,877,28,1523
2026-0339,Brisbane,Hard,32,A,20260104,365,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,22.4,208014,,Q,Rinky Hijikata,R,178,AUS,24.8,4-6 7-6(5) 7-6(4),3,R16,133,29,2,102,75,61,18,17,2,3,5,2,111,80,61,21,17,4,4,67,825,111,546
2026-0339,Brisbane,Hard,32,A,20260104,364,209920,,Q,Raphael Collignon,R,191,BEL,23.9,105777,,,Grigor Dimitrov,R,191,BUL,34.6,7-6(1) 6-3,3,R16,108,10,2,66,44,36,14,11,3,3,11,2,81,40,31,17,10,6,7,84,704,47,1080
2026-0339,Brisbane,Hard,32,A,20260104,363,206909,,,Brandon Nakashima,R,188,USA,24.4,111460,,Q,Quentin Halys,R,191,FRA,29.1,6-2 6-4,3,R16,76,12,0,60,44,32,9,9,2,2,6,4,56,35,24,9,9,6,9,33,1380,91,669
2026-0339,Brisbane,Hard,32,A,20260104,362,106421,1,,Daniil Medvedev,R,198,RUS,29.9,105916,,,Marton Fucsovics,R,188,HUN,33.9,6-2 6-3,3,R32,69,4,2,42,28,22,6,8,2,4,0,2,57,35,19,7,9,4,10,13,2710,54,949
2026-0339,Brisbane,Hard,32,A,20260104,361,126207,,,Frances Tiafoe,R,188,USA,27.9,126846,,WC,Aleksandar Vukic,R,188,AUS,29.7,6-2 6-2,3,R32,60,3,0,39,28,23,9,8,0,0,3,3,46,26,15,7,8,2,6,30,1485,87,693
2026-0339,Brisbane,Hard,32,A,20260104,360,111794,,LL,Kamil Majchrzak,R,180,POL,29.9,127157,,,Daniel Altmaier,R,188,GER,27.3,7-6(4) 6-0,3,R32,82,7,1,53,37,33,6,9,0,1,7,5,59,37,24,7,9,5,9,59,861,44,1123
2026-0339,Brisbane,Hard,32,A,20260104,359,124187,,,Reilly Opelka,R,211,USA,28.3,208013,,Q,Dane Sweeny,R,170,AUS,24.8,6-3 7-5,3,R32,82,21,2,55,45,36,8,11,0,0,2,4,68,41,33,10,10,6,8,60,861,183,315
2026-0339,Brisbane,Hard,32,A,20260104,358,208103,3,,Jiri Lehecka,R,185,CZE,24.1,207830,,,Tomas Machac,R,183,CZE,25.2,6-4 6-7(5) 6-2,3,R32,144,8,0,88,63,50,16,15,2,2,8,5,109,71,50,17,15,2,5,19,2075,35,1360
2026-0339,Brisbane,Hard,32,A,20260104,357,200624,,,Sebastian Korda,R,196,USA,25.5,200473,,,Valentin Vacherot,R,193,MON,27.1,7-6(1) 6-3,3,R32,87,10,5,67,46,37,12,11,3,4,9,2,69,46,30,13,10,7,9,46,1090,31,1469
2026-0339,Brisbane,Hard,32,A,20260104,356,210506,,,Alex Michelsen,R,193,USA,21.3,105902,,Q,James Duckworth,R,183,AUS,33.9,6-7(4) 7-6(2) 6-3,3,R32,146,19,2,109,76,60,19,17,6,6,10,7,99,55,45,25,16,2,3,37,1300,86,694
2026-0339,Brisbane,Hard,32,A,20260104,355,210530,8,,Learner Tien,L,180,USA,20.0,200116,,,Camilo Ugo Carabelli,R,185,ARG,26.5,7-6(4) 6-3,3,R32,91,1,2,61,36,29,17,11,0,1,2,2,66,38,29,13,10,5,7,26,1540,48,1028
2026-0339,Brisbane,Hard,32,A,20260104,354,111815,7,,Cameron Norrie,L,188,GBR,30.3,200005,,,Ugo Humbert,L,188,FRA,27.5,1-6 7-6(6) 7-5,3,R32,155,10,4,104,65,43,18,16,2,7,13,4,101,55,39,23,15,7,10,28,1523,36,1355
2026-0339,Brisbane,Hard,32,A,20260104,353,206499,,,Aleksandar Kovacevic,R,183,USA,27.3,106401,,WC,Nick Kyrgios,R,193,AUS,30.6,6-3 6-4,3,R32,66,10,3,47,26,25,15,10,0,0,5,0,46,29,23,10,9,0,2,58,877,670,50
2026-0339,Brisbane,Hard,32,A,20260104,352,208014,,Q,Rinky Hijikata,R,178,AUS,24.8,200443,,WC,Adam Walton,R,183,AUS,26.7,6-3 6-2,3,R32,72,7,0,54,33,22,13,9,1,2,4,1,48,32,18,8,8,4,8,111,546,77,732
2026-0339,Brisbane,Hard,32,A,20260104,351,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,22.4,126205,4,,Tommy Paul,R,185,USA,28.6,7-6(2) 3-6 7-6(6),3,R32,131,24,4,110,80,60,19,16,2,3,6,1,96,63,50,27,17,1,1,67,825,20,2050
2026-0339,Brisbane,Hard,32,A,20260104,350,209920,,Q,Raphael Collignon,R,191,BEL,23.9,133430,5,,Denis Shapovalov,L,185,CAN,26.7,6-4 6-2,3,R32,76,2,0,48,35,29,8,9,0,0,3,3,65,35,20,16,9,9,12,84,704,23,1665
2026-0339,Brisbane,Hard,32,A,20260104,349,105777,,,Grigor Dimitrov,R,191,BUL,34.6,105807,,Q,Pablo Carreno Busta,R,188,ESP,34.4,6-3 6-2,3,R32,67,7,1,49,30,26,12,9,1,1,4,1,45,32,21,6,8,1,4,47,1080,92,656
2026-0339,Brisbane,Hard,32,A,20260104,348,111460,,Q,Quentin Halys,R,191,FRA,29.1,200615,,,Alexei Popyrin,R,196,AUS,26.4,5-7 6-3 6-4,3,R32,114,15,2,79,58,52,9,16,1,2,13,2,84,54,41,16,15,3,5,91,669,50,1000
2026-0339,Brisbane,Hard,32,A,20260104,347,206909,,,Brandon Nakashima,R,188,USA,24.4,200221,2,,Alejandro Davidovich Fokina,R,183,ESP,26.5,7-6(4) 6-4,3,R32,100,15,2,69,39,33,18,11,2,3,6,1,72,45,31,15,11,5,7,33,1380,14,2585
2026-0336,Hong Kong,Hard,28,A,20260105,385,122330,2,,Alexander Bublik,R,196,KAZ,28.5,207518,1,,Lorenzo Musetti,R,185,ITA,23.8,7-6(2) 6-3,3,F,98,10,4,67,51,40,7,10,2,3,5,1,73,46,29,15,11,4,7,11,2845,7,3990
2026-0336,Hong Kong,Hard,28,A,20260105,384,207518,1,,Lorenzo Musetti,R,185,ITA,23.8,126094,3,,Andrey Rublev,R,188,RUS,28.2,6-7(3) 7-5 6-4,3,SF,163,5,2,117,86,65,14,17,7,8,7,0,105,68,50,19,17,7,10,7,3990,16,2510
2026-0336,Hong Kong,Hard,28,A,20260105,383,122330,2,,Alexander Bublik,R,196,KAZ,28.5,106218,,,Marcos Giron,R,180,USA,32.4,3-6 6-4 6-2,3,SF,101,9,4,82,54,42,14,14,6,8,5,1,82,55,36,14,13,0,3,11,2845,64,845
2026-0336,Hong Kong,Hard,28,A,20260105,382,207518,1,,Lorenzo Musetti,R,185,ITA,23.8,209409,,WC,Coleman Wong,R,191,HKG,21.5,6-4 6-4,3,QF,75,2,2,52,31,21,17,10,0,1,6,2,57,43,31,4,10,3,6,7,3990,150,406
2026-0336,Hong Kong,Hard,28,A,20260105,381,126094,3,,Andrey Rublev,R,188,RUS,28.2,132686,8,,Nuno Borges,R,185,POR,28.8,6-3 6-4,3,QF,73,7,1,50,38,34,7,10,1,1,2,0,69,47,33,7,9,6,8,16,2510,45,1120
2026-0336,Hong Kong,Hard,28,A,20260105,380,106218,,,Marcos Giron,R,180,USA,32.4,111581,,Q,Michael Mmoh,R,188,USA,27.9,6-3 1-0 RET,3,QF,49,3,0,40,31,22,4,5,6,7,0,2,29,18,11,3,5,2,5,64,845,285,184
2026-0336,Hong Kong,Hard,28,A,20260105,379,122330,2,,Alexander Bublik,R,196,KAZ,28.5,209992,,WC,Juncheng Shang,L,180,CHN,20.9,6-1 7-6(2),3,QF,85,15,2,58,39,34,13,10,1,1,3,3,68,39,24,17,9,2,4,11,2845,406,115
2026-0336,Hong Kong,Hard,28,A,20260105,378,207518,1,,Lorenzo Musetti,R,185,ITA,23.8,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.4,6-7(3) 6-2 6-4,3,R16,161,8,3,96,69,46,17,15,1,3,10,0,94,67,45,12,15,3,8,7,3990,57,895
2026-0336,Hong Kong,Hard,28,A,20260105,377,209409,,WC,Coleman Wong,R,191,HKG,21.5,209113,6,,Gabriel Diallo,R,203,CAN,24.2,1-6 7-5 7-5,3,R16,149,10,3,107,63,42,21,15,11,15,9,3,108,75,50,15,16,7,11,150,406,40,1215
2026-0336,Hong Kong,Hard,28,A,20260105,376,126094,3,,Andrey Rublev,R,188,RUS,28.2,200059,,WC,Yibing Wu,R,183,CHN,26.2,3-6 6-2 6-1,3,R16,97,10,2,77,51,38,12,12,3,5,5,1,72,42,28,11,12,2,7,16,2510,179,322
2026-0336,Hong Kong,Hard,28,A,20260105,375,132686,8,,Nuno Borges,R,185,POR,28.8,105227,,,Marin Cilic,R,198,CRO,37.2,7-5 6-3,3,R16,81,5,1,61,37,32,12,11,1,2,9,5,52,32,22,10,10,1,4,45,1120,70,765
2026-0336,Hong Kong,Hard,28,A,20260105,374,106218,,,Marcos Giron,R,180,USA,32.4,124186,7,,Alexandre Muller,R,183,FRA,28.9,6-4 7-6(4),3,R16,96,3,1,68,47,32,12,11,1,4,3,2,76,47,28,12,11,5,9,64,845,52,980
2026-0336,Hong Kong,Hard,28,A,20260105,373,111581,,Q,Michael Mmoh,R,188,USA,27.9,111575,4,,Karen Khachanov,R,198,RUS,29.6,7-6(2) 7-6(4),3,R16,122,11,2,86,59,47,15,12,4,5,12,1,77,51,42,12,12,2,3,285,184,17,2320
2026-0336,Hong Kong,Hard,28,A,20260105,372,209992,,WC,Juncheng Shang,L,180,CHN,20.9,132283,5,,Lorenzo Sonego,R,191,ITA,30.6,6-3 6-4,3,R16,82,7,3,70,49,38,11,10,5,5,5,2,44,33,24,7,9,1,3,406,115,39,1240
2026-0336,Hong Kong,Hard,28,A,20260105,371,122330,2,,Alexander Bublik,R,196,KAZ,28.5,122298,,,Botic Van De Zandschulp,R,191,NED,30.2,6-3 6-3,3,R16,70,12,4,53,38,33,5,9,2,2,8,6,57,30,23,9,9,1,4,11,2845,75,746
2026-0336,Hong Kong,Hard,28,A,20260105,370,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.4,208316,,,Valentin Royer,R,188,FRA,24.6,6-4 7-5,3,R32,104,8,0,56,33,26,16,11,1,2,9,1,72,49,29,15,11,9,12,57,895,56,924
2026-0336,Hong Kong,Hard,28,A,20260105,369,209409,,WC,Coleman Wong,R,191,HKG,21.5,208363,,,Mariano Navone,R,178,ARG,24.8,6-3 7-5,3,R32,101,4,2,72,37,27,18,10,6,8,3,3,74,47,31,8,11,6,11,150,406,72,760
2026-0336,Hong Kong,Hard,28,A,20260105,368,209113,6,,Gabriel Diallo,R,203,CAN,24.2,207411,,,Jesper De Jong,R,180,NED,25.5,6-4 7-6(7),3,R32,105,9,2,73,47,39,16,11,0,0,8,4,69,42,34,16,11,0,1,40,1215,71,763
2026-0336,Hong Kong,Hard,28,A,20260105,367,200059,,WC,Yibing Wu,R,183,CHN,26.2,206681,,,Fabian Marozsan,R,193,HUN,26.2,6-4 6-2,3,R32,74,2,0,63,40,31,10,9,3,3,2,1,49,30,21,8,9,2,5,179,322,53,975
2026-0336,Hong Kong,Hard,28,A,20260105,366,105227,,,Marin Cilic,R,198,CRO,37.2,105173,,,Adrian Mannarino,L,180,FRA,37.5,6-3 6-2,3,R32,84,9,3,56,27,24,15,9,1,1,0,0,49,36,22,5,8,3,6,70,765,68,817
2026-0336,Hong Kong,Hard,28,A,20260105,365,132686,8,,Nuno Borges,R,185,POR,28.8,106000,,,Damir Dzumhur,R,175,BIH,33.6,6-4 6-3,3,R32,75,5,1,51,40,27,4,9,3,5,1,5,69,41,24,11,10,3,8,45,1120,65,837
2026-0336,Hong Kong,Hard,28,A,20260105,364,124186,7,,Alexandre Muller,R,183,FRA,28.9,200175,,,Miomir Kecmanovic,R,183,SRB,26.3,7-5 6-4,3,R32,77,9,2,59,43,33,8,11,3,5,7,0,62,43,30,7,11,0,4,52,980,51,1000
2026-0336,Hong Kong,Hard,28,A,20260105,363,106218,,,Marcos Giron,R,180,USA,32.4,111513,,Q,Laslo Djere,R,188,SRB,30.5,6-2 6-0,3,R32,59,1,3,42,27,21,8,7,0,0,4,2,50,32,16,6,7,2,7,64,845,95,652
2026-0336,Hong Kong,Hard,28,A,20260105,362,111581,,Q,Michael Mmoh,R,188,USA,27.9,126214,,Q,Alejandro Tabilo,L,188,CHI,28.5,7-5 6-4,3,R32,111,13,3,76,49,39,13,11,6,6,6,1,65,39,28,15,11,4,6,285,184,81,717
2026-0336,Hong Kong,Hard,28,A,20260105,361,132283,5,,Lorenzo Sonego,R,191,ITA,30.6,210536,,NG,Rei Sakamoto,R,193,JPN,19.5,6-2 7-6(4),3,R32,105,4,0,63,39,30,15,10,1,2,1,2,78,43,25,20,10,3,6,39,1240,200,292
2026-0336,Hong Kong,Hard,28,A,20260105,360,209992,,WC,Juncheng Shang,L,180,CHN,20.9,207681,,,Francisco Comesana,R,178,ARG,25.2,6-4 6-4,3,R32,77,6,0,58,39,30,12,10,1,1,7,2,52,37,27,10,10,3,5,406,115,66,829
2026-0336,Hong Kong,Hard,28,A,20260105,359,122298,,,Botic Van De Zandschulp,R,191,NED,30.2,105526,,Q,Jan Lennard Struff,R,193,GER,35.6,6-3 1-6 6-1,3,R32,94,4,5,72,43,29,14,12,5,8,3,4,72,45,27,14,11,4,8,75,746,82,711
2026-8998,Adelaide,Hard,28,A,20260112,377,207830,8,,Tomas Machac,R,183,CZE,25.2,200005,,,Ugo Humbert,L,188,FRA,27.5,6-4 6-7(2) 6-2,3,F,143,5,1,98,67,49,18,15,3,4,8,3,97,60,45,15,15,8,12,35,1360,36,1355
2026-8998,Adelaide,Hard,28,A,20260112,376,200005,,,Ugo Humbert,L,188,FRA,27.5,200221,1,,Alejandro Davidovich Fokina,R,183,ESP,26.6,6-3 5-7 7-6(4),3,SF,152,10,2,101,68,53,18,17,0,1,5,2,103,73,51,18,16,2,3,36,1355,15,2585
2026-8998,Adelaide,Hard,28,A,20260112,375,207830,8,,Tomas Machac,R,183,CZE,25.2,126205,2,,Tommy Paul,R,185,USA,28.6,2-6 6-3 6-3,3,SF,111,8,2,84,51,40,14,13,2,4,3,0,82,49,31,18,13,5,8,35,1360,21,2000
2026-8998,Adelaide,Hard,28,A,20260112,374,200221,1,,Alejandro Davidovich Fokina,R,183,ESP,26.6,200473,5,,Valentin Vacherot,R,193,MON,27.1,7-6(4) 6-2,3,QF,92,3,1,62,46,35,11,10,0,1,15,4,65,49,32,8,10,2,5,15,2585,32,1469
2026-8998,Adelaide,Hard,28,A,20260112,373,200005,,,Ugo Humbert,L,188,FRA,27.5,207686,,Q,Alexander Shevchenko,R,185,KAZ,25.1,6-0 6-3,3,QF,57,7,1,44,33,28,7,8,3,3,1,4,41,28,15,3,7,3,7,36,1355,104,597
2026-8998,Adelaide,Hard,28,A,20260112,372,207830,8,,Tomas Machac,R,183,CZE,25.2,144719,,,Jaume Munar,R,183,ESP,28.6,6-4 6-4,3,QF,90,2,0,61,37,28,16,10,4,4,4,0,59,41,28,10,10,4,6,35,1360,38,1295
2026-8998,Adelaide,Hard,28,A,20260112,371,126205,2,,Tommy Paul,R,185,USA,28.6,126846,,Q,Aleksandar Vukic,R,188,AUS,29.7,6-3 6-2,3,QF,62,9,0,48,26,20,15,9,0,1,1,2,51,28,17,7,8,3,7,21,2000,87,693
2026-8998,Adelaide,Hard,28,A,20260112,370,200221,1,,Alejandro Davidovich Fokina,R,183,ESP,26.6,208014,,WC,Rinky Hijikata,R,178,AUS,24.8,6-3 6-2,3,R16,83,0,2,43,25,19,8,8,3,5,1,3,62,34,19,9,9,5,11,15,2585,115,527
2026-8998,Adelaide,Hard,28,A,20260112,369,200473,5,,Valentin Vacherot,R,193,MON,27.1,106423,,,Thanasi Kokkinakis,R,193,AUS,29.7,W/O,3,R16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1469,670,50
2026-8998,Adelaide,Hard,28,A,20260112,368,200005,,,Ugo Humbert,L,188,FRA,27.5,134868,4,,Tallon Griekspoor,R,188,NED,29.5,6-4 6-1,3,R16,78,3,2,52,30,24,13,9,4,5,2,4,56,42,22,6,8,4,8,36,1355,25,1565
