tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-0339,Brisbane,Hard,32,A,20260104,334,209070,4,,Arthur Cazaux,R,183,FRA,23.3,212021,,NG,Martin Landaluce,R,191,ESP,19.9,6-3 6-2,3,Q1,83,9,1,46,36,30,7,9,0,0,3,6,65,38,23,11,8,5,8,63,848,146,420
2026-0339,Brisbane,Hard,32,A,20260104,333,105807,,,Pablo Carreno Busta,R,188,ESP,34.4,208233,7,,Mattia Bellucci,L,175,ITA,24.5,6-4 2-6 7-6(3),3,Q1,143,8,2,89,54,41,20,15,3,6,13,3,91,59,47,15,15,3,5,92,656,73,758
2026-0339,Brisbane,Hard,32,A,20260104,332,210319,5,,Ethan Quinn,R,191,USA,21.8,126127,,,Benjamin Bonzi,R,183,FRA,29.5,4-6 6-3 6-3,3,Q1,127,10,0,66,49,40,11,14,0,2,7,8,99,64,43,16,14,10,14,76,733,99,629
2026-0339,Brisbane,Hard,32,A,20260104,331,209920,9,,Raphael Collignon,R,191,BEL,23.9,207686,,,Alexander Shevchenko,R,185,KAZ,25.1,7-5 6-4,3,Q1,90,12,6,70,41,31,13,11,2,4,3,0,60,31,20,16,11,5,9,84,704,106,597
2026-0339,Brisbane,Hard,32,A,20260104,330,208013,,WC,Dane Sweeny,R,170,AUS,24.8,207985,6,,Jacob Fearnley,R,183,GBR,24.4,6-1 7-6(4),3,Q1,102,3,1,73,38,25,21,10,3,5,7,6,65,46,27,7,9,3,7,183,315,74,752
2026-0339,Brisbane,Hard,32,A,20260104,329,106331,,WC,Christopher Oconnell,R,183,AUS,31.5,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,33.8,6-2 6-3,3,Q1,62,9,0,45,34,27,6,9,0,1,8,10,51,25,18,7,8,2,6,114,536,107,573
2026-0336,Hong Kong,Hard,28,A,20260105,358,111581,,PR,Michael Mmoh,R,188,USA,27.9,200516,6,,Patrick Kypson,R,188,USA,26.1,6-2 3-6 6-4,3,Q2,127,15,3,85,62,48,11,13,3,4,9,2,83,60,43,12,14,8,11,285,184,118,520
2026-0336,Hong Kong,Hard,28,A,20260105,357,126214,2,,Alejandro Tabilo,L,188,CHI,28.5,212044,,WC,Yi Zhou,R,193,CHN,20.8,4-6 6-4 6-3,3,Q2,114,2,2,85,59,45,14,15,1,2,10,1,79,53,38,16,14,2,4,81,717,248,217
2026-0336,Hong Kong,Hard,28,A,20260105,356,105526,3,,Jan Lennard Struff,R,193,GER,35.6,210460,,,Nishesh Basavareddy,R,180,USA,20.6,7-6(5) 6-2,3,Q2,85,14,0,60,39,35,12,10,3,3,7,8,69,38,30,13,10,5,7,82,711,172,336
2026-0336,Hong Kong,Hard,28,A,20260105,355,111513,5,,Laslo Djere,R,188,SRB,30.5,207182,4,,Emilio Nava,R,185,USA,24.0,7-5 7-6(1),3,Q2,125,5,3,81,51,38,15,12,5,7,4,1,93,68,42,11,12,6,9,95,652,88,677
2026-0336,Hong Kong,Hard,28,A,20260105,354,111581,,PR,Michael Mmoh,R,188,USA,27.9,106426,1,Alt,Cristian Garin,R,185,CHI,29.6,3-6 6-3 7-5,3,Q1,136,9,7,98,60,48,18,15,3,5,10,3,73,36,28,22,15,0,3,285,184,78,726
2026-0336,Hong Kong,Hard,28,A,20260105,353,200516,6,,Patrick Kypson,R,188,USA,26.1,126964,,,Vitaliy Sachko,R,188,UKR,28.4,6-2 6-3,3,Q1,86,12,2,70,42,30,14,9,7,8,8,3,54,36,23,5,8,4,8,118,520,166,349
2026-0336,Hong Kong,Hard,28,A,20260105,352,126214,2,,Alejandro Tabilo,L,188,CHI,28.5,209414,,,Luca Van Assche,R,178,FRA,21.6,7-6(3) 3-6 6-3,3,Q1,167,9,2,98,64,47,8,15,6,13,6,9,97,61,39,12,15,6,13,81,717,164,352
2026-0336,Hong Kong,Hard,28,A,20260105,351,212044,,WC,Yi Zhou,R,193,CHN,20.8,208353,8,,Francesco Maestrelli,R,196,ITA,23.0,6-0 6-3,3,Q1,68,4,0,51,38,28,8,8,6,6,3,1,43,22,12,9,7,3,7,248,217,137,439
2026-0336,Hong Kong,Hard,28,A,20260105,350,105526,3,,Jan Lennard Struff,R,193,GER,35.6,200436,,,Zsombor Piros,R,180,HUN,26.2,7-5 7-6(3),3,Q1,99,7,0,73,43,34,16,12,1,3,5,2,85,55,34,14,12,4,7,82,711,162,353
2026-0336,Hong Kong,Hard,28,A,20260105,349,210460,,,Nishesh Basavareddy,R,180,USA,20.6,207352,7,,Bu Yunchaokete,R,185,CHN,23.9,7-6(9) 6-3,3,Q1,106,9,2,76,47,38,15,11,3,3,10,2,60,34,26,15,10,1,2,172,336,120,499
2026-0336,Hong Kong,Hard,28,A,20260105,348,207182,4,,Emilio Nava,R,185,USA,24.0,214142,,WC,Kai Thompson,U,,HKG,,6-3 6-2,3,Q1,62,5,1,48,33,26,10,9,3,4,2,4,52,33,18,8,8,3,7,88,677,1941,1
2026-0336,Hong Kong,Hard,28,A,20260105,347,111513,5,,Laslo Djere,R,188,SRB,30.5,111200,,,Elias Ymer,R,185,SWE,29.7,6-4 7-6(3),3,Q1,111,2,3,70,42,32,18,11,2,3,3,0,82,49,36,17,11,7,9,95,652,171,337
2026-8998,Adelaide,Hard,28,A,20260112,350,131934,,Alt,Andrea Vavassori,R,193,ITA,30.6,202058,,,Thiago Agustin Tirante,R,185,ARG,24.7,6-2 6-3,3,Q2,83,3,1,55,33,23,15,9,2,2,5,1,47,28,17,9,8,3,6,336,147,102,605
2026-8998,Adelaide,Hard,28,A,20260112,349,126846,6,,Aleksandar Vukic,R,188,AUS,29.7,207985,2,,Jacob Fearnley,R,183,GBR,24.4,6-4 6-7(7) 6-3,3,Q2,133,7,1,91,54,39,25,16,1,3,14,10,101,60,44,19,15,2,6,87,693,77,752
2026-8998,Adelaide,Hard,28,A,20260112,348,111460,7,,Quentin Halys,R,191,FRA,29.2,200443,3,,Adam Walton,R,183,AUS,26.7,6-2 7-6(9),3,Q2,89,11,1,57,42,36,12,10,0,0,9,3,81,56,36,13,10,5,7,85,697,79,727
2026-8998,Adelaide,Hard,28,A,20260112,347,207686,,,Alexander Shevchenko,R,185,KAZ,25.1,209209,4,,Filip Misolic,R,180,AUT,24.4,7-5 6-3,3,Q2,84,6,2,58,39,31,12,11,2,3,0,3,62,38,27,9,10,4,7,104,597,82,720
2026-8998,Adelaide,Hard,28,A,20260112,346,202058,,,Thiago Agustin Tirante,R,185,ARG,24.7,207411,1,,Jesper De Jong,R,180,NED,25.6,3-6 6-1 6-3,3,Q1,124,7,3,73,38,29,18,12,1,3,3,4,81,44,27,17,13,4,9,102,605,73,763
2026-8998,Adelaide,Hard,28,A,20260112,345,131934,,Alt,Andrea Vavassori,R,193,ITA,30.6,209920,5,,Raphael Collignon,R,191,BEL,23.9,6-3 7-6(5),3,Q1,98,5,1,68,37,28,23,11,3,3,4,1,59,41,30,12,10,1,2,336,147,72,767
2026-8998,Adelaide,Hard,28,A,20260112,344,207985,2,,Jacob Fearnley,R,183,GBR,24.4,106331,,Alt,Christopher Oconnell,R,183,AUS,31.6,7-6(4) 7-6(4),3,Q1,117,7,5,82,50,33,19,12,1,4,10,1,83,50,37,14,12,6,9,77,752,118,521
2026-8998,Adelaide,Hard,28,A,20260112,343,126846,6,,Aleksandar Vukic,R,188,AUS,29.7,208134,,,Luca Nardi,R,185,ITA,22.4,6-7(4) 6-3 6-2,3,Q1,125,6,2,88,49,35,23,14,4,6,7,5,102,62,42,18,15,3,9,87,693,108,561
2026-8998,Adelaide,Hard,28,A,20260112,342,200443,3,,Adam Walton,R,183,AUS,26.7,117359,,WC,Jake Delaney,R,185,AUS,28.6,6-2 3-6 7-6(2),3,Q1,133,10,2,100,68,50,17,14,8,10,13,6,98,60,43,17,15,8,11,79,727,475,93
2026-8998,Adelaide,Hard,28,A,20260112,341,111460,7,,Quentin Halys,R,191,FRA,29.2,126127,,,Benjamin Bonzi,R,183,FRA,29.5,6-3 6-4,3,Q1,82,10,3,59,42,33,11,10,1,1,3,4,71,46,31,10,9,4,6,85,697,106,566
2026-8998,Adelaide,Hard,28,A,20260112,340,209209,4,,Filip Misolic,R,180,AUT,24.4,214214,,WC,Daniel Jovanovski,U,,AUS,17.9,7-5 6-4,3,Q1,86,2,4,61,36,31,13,11,4,5,3,5,75,42,30,13,11,7,10,82,720,1749,2
2026-8998,Adelaide,Hard,28,A,20260112,339,207686,,,Alexander Shevchenko,R,185,KAZ,25.1,126535,8,,Carlos Taberner,R,183,ESP,28.4,6-3 6-2,3,Q1,69,7,2,51,27,23,15,9,0,0,1,4,51,32,22,6,8,1,4,104,597,98,630
2026-0301,Auckland,Hard,28,A,20260112,358,200384,,Alt,Hugo Gaston,L,173,FRA,25.2,200240,,Alt,Vit Kopriva,R,178,CZE,28.5,6-2 6-4,3,Q2,84,3,2,57,34,26,8,9,2,4,0,4,66,41,21,11,9,5,10,94,653,100,626
2026-0301,Auckland,Hard,28,A,20260112,357,207182,,,Emilio Nava,R,185,USA,24.1,105526,7,,Jan Lennard Struff,R,193,GER,35.7,3-6 6-4 6-3,3,Q2,101,10,5,81,60,45,9,14,5,7,8,2,84,51,36,18,14,4,7,88,677,84,699
2026-0301,Auckland,Hard,28,A,20260112,356,209098,5,,Hamad Medjedovic,R,188,SRB,22.4,208233,3,,Mattia Bellucci,L,175,ITA,24.6,6-3 6-2,3,Q2,67,7,1,52,33,28,12,9,1,1,7,3,52,35,27,4,8,2,5,96,643,76,758
2026-0301,Auckland,Hard,28,A,20260112,355,208118,,,Eliot Spizzirri,R,183,USA,24.0,207678,8,,Juan Manuel Cerundolo,L,183,ARG,24.1,6-4 6-3,3,Q2,87,1,0,56,39,31,7,10,4,6,3,3,56,26,17,13,9,5,9,89,672,83,700
2026-0301,Auckland,Hard,28,A,20260112,354,200240,,Alt,Vit Kopriva,R,178,CZE,28.5,105807,,,Pablo Carreno Busta,R,188,ESP,34.5,6-3 1-6 6-4,3,Q1,120,5,1,72,48,32,14,13,2,5,5,0,94,60,36,19,13,10,13,100,626,92,656
2026-0301,Auckland,Hard,28,A,20260112,353,200384,,Alt,Hugo Gaston,L,173,FRA,25.2,208653,,WC,Isaac Becroft,R,180,NZL,25.2,6-3 6-2,3,Q1,73,6,2,55,35,28,9,9,3,4,2,2,57,31,18,11,8,4,8,94,653,1018,16
2026-0301,Auckland,Hard,28,A,20260112,352,207182,,,Emilio Nava,R,185,USA,24.1,200516,,Alt,Patrick Kypson,R,188,USA,26.2,6-3 6-4,3,Q1,77,9,0,49,29,26,14,10,0,0,4,3,52,29,22,10,9,3,5,88,677,116,527
2026-0301,Auckland,Hard,28,A,20260112,351,105526,7,,Jan Lennard Struff,R,193,GER,35.7,209394,,WC,Anton Shepp,U,,NZL,23.2,7-5 6-2,3,Q1,74,7,3,53,33,28,10,10,0,1,11,1,70,42,27,12,10,6,10,84,699,904,23
2026-0301,Auckland,Hard,28,A,20260112,350,208233,3,,Mattia Bellucci,L,175,ITA,24.6,144972,,Alt,Geoffrey Blancaneaux,R,180,FRA,27.4,6-3 6-4,3,Q1,89,6,1,51,31,28,13,10,2,2,3,4,70,42,29,12,9,5,7,76,758,256,212
2026-0301,Auckland,Hard,28,A,20260112,349,209098,5,,Hamad Medjedovic,R,188,SRB,22.4,207494,,,Dalibor Svrcina,R,178,CZE,23.2,6-1 6-4,3,Q1,70,9,1,53,38,30,6,9,1,2,3,2,46,25,13,10,8,1,5,96,643,93,655
2026-0301,Auckland,Hard,28,A,20260112,348,208118,,,Eliot Spizzirri,R,183,USA,24.0,106426,4,,Cristian Garin,R,185,CHI,29.6,6-2 6-4,3,Q1,82,7,0,53,41,32,5,9,6,7,6,3,64,35,20,13,9,5,9,89,672,80,726
2026-0301,Auckland,Hard,28,A,20260112,347,207678,8,,Juan Manuel Cerundolo,L,183,ARG,24.1,208278,,,Shintaro Mochizuki,R,175,JPN,22.6,6-4 6-7(3) 6-2,3,Q1,168,8,4,112,57,41,31,15,9,10,4,11,110,66,47,18,15,11,15,83,700,112,547
2026-580,Australian Open,Hard,128,G,20260119,700,133975,,,Benjamin Hassan,R,183,LBN,30.9,212063,,A,Matej Dodig,R,188,CRO,20.5,5-7 6-3 6-2,3,Q1,134,6,1,108,61,46,21,15,9,11,2,2,91,56,40,12,14,2,6,259,208,235,244
2026-580,Australian Open,Hard,128,G,20260119,701,210262,,,Jaime Faria,R,188,POR,22.4,210053,,,Luka Mikrut,R,188,CRO,21.7,7-6(2) 7-5,3,Q1,115,6,4,66,39,31,16,12,0,2,3,2,88,54,33,19,12,5,8,151,413,163,361
2026-580,Australian Open,Hard,128,G,20260119,702,210012,,,Henrique Rocha,R,180,POR,21.7,206307,,,Joao Lucas Reis Da Silva,R,178,BRA,25.8,6-2 6-4,3,Q1,78,2,2,53,34,27,11,9,2,2,2,1,64,45,26,9,9,4,7,158,394,207,284
2026-580,Australian Open,Hard,128,G,20260119,703,105477,18,,Marco Trungelliti,R,178,ARG,35.9,210340,,WC,Philip Sekulic,R,191,AUS,22.3,6-2 1-6 6-1,3,Q1,109,5,4,71,42,29,13,11,3,6,7,2,73,46,31,8,11,4,9,130,468,520,80
2026-580,Australian Open,Hard,128,G,20260119,704,208882,2,,Roman Andres Burruchaga,R,183,ARG,23.9,126106,,,Ryan Peniston,L,180,GBR,30.1,6-1 6-1,3,Q1,79,2,1,55,36,24,9,7,6,7,1,3,51,35,16,3,7,2,8,104,604,219,260
2026-580,Australian Open,Hard,128,G,20260119,705,210338,,,Arthur Gea,R,180,FRA,21.0,144645,,,Zdenek Kolar,R,183,CZE,29.2,6-2 6-3,3,Q1,75,6,3,59,37,29,12,9,4,4,1,5,54,33,26,5,8,5,8,198,300,176,337
2026-580,Australian Open,Hard,128,G,20260119,706,210748,,,Federico Cina,R,183,ITA,18.8,144750,,,Lloyd Harris,R,193,RSA,28.9,6-4 6-7(4) 6-3,3,Q1,134,3,2,115,77,55,20,16,6,7,5,0,80,50,38,18,15,1,4,237,240,221,256
2026-580,Australian Open,Hard,128,G,20260119,707,209226,30,,Adolfo Daniel Vallejo,R,183,PAR,21.7,210202,,,Rodrigo Pacheco Mendez,L,188,MEX,20.7,6-1 6-2,3,Q1,63,3,1,46,26,20,10,8,3,4,2,3,46,26,14,5,7,4,10,146,428,234,247
2026-580,Australian Open,Hard,128,G,20260119,708,208293,,,Gonzalo Bueno,R,173,PER,21.7,105932,3,,Nikoloz Basilashvili,R,185,GEO,33.9,6-1 7-6(5),3,Q1,76,2,2,67,41,27,17,10,2,3,4,1,52,31,18,12,9,0,3,215,271,105,573
2026-580,Australian Open,Hard,128,G,20260119,709,105732,,,Pierre Hugues Herbert,R,188,FRA,34.8,209911,,,Guy Den Ouden,R,183,NED,23.7,3-6 6-3 6-2,3,Q1,91,8,2,72,47,40,12,13,3,4,1,2,66,36,28,15,13,0,3,157,399,160,372
2026-580,Australian Open,Hard,128,G,20260119,710,210317,,,James Mccabe,R,188,AUS,22.5,211727,,WC,Pavle Marinkov,R,188,AUS,19.9,6-2 7-6(5),3,Q1,105,10,2,65,49,39,9,10,1,1,2,3,64,31,20,21,10,2,4,173,337,560,70
2026-580,Australian Open,Hard,128,G,20260119,711,149282,23,,Nicolai Budkov Kjaer,R,188,NOR,19.3,133297,,,Yosuke Watanuki,R,180,JPN,27.7,6-7(5) 7-5 6-4,3,Q1,160,9,2,126,94,63,14,17,10,13,13,7,106,56,42,22,17,2,7,135,446,162,364
2026-580,Australian Open,Hard,128,G,20260119,712,144642,4,,Tomas Barrios Vera,R,191,CHI,28.1,209849,,,Sascha Gueymard Wayenburg,R,188,FRA,22.4,6-2 7-6(6),3,Q1,107,0,2,69,44,30,16,10,4,6,6,4,66,40,24,14,10,0,4,107,565,199,298
2026-580,Australian Open,Hard,128,G,20260119,713,210116,,,Michael Zheng,R,188,USA,21.9,213178,,WC,Cruz Hewitt,U,,AUS,17.1,6-3 6-3,3,Q1,76,5,0,59,40,26,11,9,4,6,5,6,56,32,18,10,9,3,8,174,337,740,41
2026-580,Australian Open,Hard,128,G,20260119,714,210017,,,Daniel Merida Aguilar,R,188,ESP,21.3,200610,,,Oliver Crawford,R,180,GBR,26.7,6-3 2-6 6-3,3,Q1,112,7,3,76,50,35,11,13,4,8,3,2,77,48,27,17,13,4,9,164,353,204,292
2026-580,Australian Open,Hard,128,G,20260119,715,127760,28,,Lukas Klein,R,193,SVK,27.8,200436,,,Zsombor Piros,R,180,HUN,26.2,6-4 6-4,3,Q1,100,4,2,80,52,39,10,10,8,9,2,2,76,54,33,10,10,11,14,136,444,170,341
2026-580,Australian Open,Hard,128,G,20260119,716,200587,5,,Brandon Holt,R,185,USA,27.7,209903,,,Lukas Neumayer,R,183,AUT,23.3,4-6 6-2 6-3,3,Q1,126,10,1,92,57,44,14,14,6,8,6,2,93,50,32,21,13,9,13,109,553,226,251
2026-580,Australian Open,Hard,128,G,20260119,717,206748,,,Giulio Zeppieri,L,183,ITA,24.1,200385,,,Dan Added,R,183,FRA,26.7,6-3 6-3,3,Q1,76,7,4,52,34,30,8,9,0,0,4,2,63,33,22,13,9,2,5,156,402,201,295
2026-580,Australian Open,Hard,128,G,20260119,718,210536,,,Rei Sakamoto,R,193,JPN,19.5,105554,,,Daniel Evans,R,175,GBR,35.6,6-1 6-2,3,Q1,65,6,0,38,28,22,7,8,0,0,1,4,52,25,13,11,7,2,7,203,292,188,314
2026-580,Australian Open,Hard,128,G,20260119,719,212256,32,,Colton Smith,U,,USA,22.8,202146,,,Luka Pavlovic,R,196,FRA,25.8,7-6(4) 6-1,3,Q1,86,0,2,68,37,25,22,10,1,2,6,2,61,32,18,16,9,1,4,148,424,218,262
2026-580,Australian Open,Hard,128,G,20260119,720,111456,6,,Mackenzie Mcdonald,R,178,USA,30.7,122078,,,Dmitry Popko,R,191,KAZ,29.2,6-7(4) 6-4 7-5,3,Q1,157,6,2,103,65,49,24,17,3,4,8,1,120,64,45,31,17,10,13,113,546,222,255
2026-580,Australian Open,Hard,128,G,20260119,721,126409,,,Hugo Grenier,R,196,FRA,29.8,123755,,,Daniel Elahi Galan,R,191,COL,29.5,7-6(9) 1-0 RET,3,Q1,89,6,0,48,27,23,9,7,0,1,3,1,62,38,25,11,6,3,5,179,327,154,405
2026-580,Australian Open,Hard,128,G,20260119,722,126964,,,Vitaliy Sachko,R,188,UKR,28.5,126340,,A,Viktor Durasovic,R,185,NOR,28.8,6-3 7-6(1),3,Q1,100,4,1,64,35,25,19,11,0,2,2,1,64,28,17,19,10,5,8,166,349,329,157
2026-580,Australian Open,Hard,128,G,20260119,723,208119,20,,Liam Draxl,R,185,CAN,24.1,207728,,WC,Moerani Bouzige,R,180,AUS,26.5,7-6(3) 6-3,3,Q1,95,8,0,63,40,32,15,11,0,1,5,0,56,35,26,12,10,2,4,145,429,469,95
2026-580,Australian Open,Hard,128,G,20260119,724,210696,7,,Alexander Blockx,R,191,BEL,20.7,106065,,,Marco Cecchinato,R,185,ITA,33.3,6-3 6-4,3,Q1,66,4,0,44,30,27,13,10,0,0,3,3,65,40,25,13,9,6,8,96,653,230,247
2026-580,Australian Open,Hard,128,G,20260119,725,144684,,,Alex Molcan,L,178,SVK,28.1,200647,,,Sho Shimabukuro,R,180,JPN,28.4,6-4 4-6 6-3,3,Q1,119,1,0,92,66,47,16,15,1,2,11,3,90,48,36,23,14,6,8,206,286,144,430
2026-580,Australian Open,Hard,128,G,20260119,726,106186,,,Jason Kubler,R,178,AUS,32.6,208004,,,Harold Mayot,R,180,FRA,23.9,6-3 6-4,3,Q1,86,4,0,52,30,25,16,10,1,1,6,4,73,45,32,11,9,9,11,194,305,159,380
2026-580,Australian Open,Hard,128,G,20260119,727,209147,17,,Vilius Gaubas,R,178,LTU,21.0,134457,,,Nicolas Moreno De Alboran,R,185,USA,28.5,7-5 6-3,3,Q1,89,3,2,70,48,37,13,11,4,4,3,0,50,37,27,8,10,2,4,129,469,634,56
2026-580,Australian Open,Hard,128,G,20260119,728,106415,8,,Yoshihito Nishioka,L,170,JPN,30.3,123983,,,Nerman Fatic,R,191,BIH,31.2,6-1 6-2,3,Q1,62,3,0,45,29,18,12,8,0,1,6,2,43,29,16,4,7,4,9,115,528,223,254
2026-580,Australian Open,Hard,128,G,20260119,729,207785,,,George Loffhagen,R,188,GBR,24.7,211514,,,Justin Engel,U,,GER,18.3,7-6(4) 7-6(2),3,Q1,127,13,1,85,51,44,19,12,3,3,10,4,92,60,47,14,12,9,9,212,278,184,323
2026-580,Australian Open,Hard,128,G,20260119,730,210460,,,Nishesh Basavareddy,R,180,USA,20.7,200008,,,Alexis Galarneau,R,180,CAN,26.8,6-4 6-2,3,Q1,77,6,1,49,28,21,14,9,0,1,3,2,56,31,19,12,9,2,6,242,230,214,272
2026-580,Australian Open,Hard,128,G,20260119,731,124116,19,,Sebastian Ofner,R,191,AUT,29.6,200416,,,August Holmgren,R,188,DEN,27.7,6-4 6-4,3,Q1,71,10,2,60,34,28,16,10,3,3,8,0,51,37,27,8,10,1,3,131,463,193,305
2026-580,Australian Open,Hard,128,G,20260119,732,209284,9,,Elmer Moller,R,183,DEN,22.5,117360,,WC,Marc Polmans,R,188,AUS,28.7,6-4 7-6(6),3,Q1,119,3,6,73,44,30,18,11,7,9,1,2,81,54,32,16,11,7,10,119,517,384,123
2026-580,Australian Open,Hard,128,G,20260119,733,111200,,,Elias Ymer,R,185,SWE,29.7,106109,,,Alex Bolt,L,183,AUS,33.0,7-6(4) 7-6(5),3,Q1,126,10,3,89,51,42,22,12,5,5,14,2,97,70,49,15,12,3,3,175,337,171,339
2026-580,Australian Open,Hard,128,G,20260119,734,208010,,,Pablo Llamas Ruiz,R,188,ESP,23.2,148679,,WC,Henry Bernet,R,,SUI,18.9,3-6 6-3 7-6(3),3,Q1,123,6,0,103,82,57,8,15,2,6,13,3,88,56,39,13,15,3,7,213,274,511,83
2026-580,Australian Open,Hard,128,G,20260119,735,209409,,,Coleman Wong,R,191,HKG,21.6,200259,31,,Ugo Blanchet,R,175,FRA,27.0,6-3 7-6(6),3,Q1,89,14,0,53,36,32,13,11,0,0,2,3,94,54,38,18,10,7,9,132,456,142,435
2026-580,Australian Open,Hard,128,G,20260119,736,212021,,,Martin Landaluce,R,191,ESP,20.0,202358,10,,Chun Hsin Tseng,R,175,TPE,24.4,7-5 6-3,3,Q1,80,6,4,63,44,34,10,11,2,3,0,2,53,30,19,11,10,0,3,149,420,122,498
2026-580,Australian Open,Hard,128,G,20260119,737,105882,,,Stefano Travaglia,R,185,ITA,34.0,134329,,WC,Blake Ellis,R,191,AUS,27.0,6-3 4-6 6-1,3,Q1,110,9,6,83,45,35,20,13,4,5,9,1,86,45,33,17,13,4,8,191,308,444,105
2026-580,Australian Open,Hard,128,G,20260119,738,208843,,,Jerome Kym,R,198,SUI,22.9,210178,,,Juan Carlos Prado Angelo,R,185,BOL,20.8,6-3 6-0,3,Q1,61,7,0,46,30,22,11,8,0,0,0,0,47,25,12,10,7,4,8,187,315,210,279
2026-580,Australian Open,Hard,128,G,20260119,739,208013,,,Dane Sweeny,R,170,AUS,24.9,126504,26,,Andrea Pellegrino,R,185,ITA,28.8,6-2 4-6 6-3,3,Q1,126,5,6,86,53,35,18,14,4,8,8,4,89,49,29,17,13,8,14,182,325,138,438
